Lag,MAPE_Promedio,MAE_Promedio,RMSE_Promedio,MSE_Promedio,BDS_pvalue_Promedio
7,13.329198205003962,0.07294088044453177,0.1211974666374121,0.01735942465770688,0.50493026784825
14,14.34840355721706,0.08383032187611837,0.1653576694421091,0.03335453380525391,0.21482588140580824
21,15.355218236198597,0.08585382127213127,0.11671718154142242,0.01465539198981944,0.21163222370792853
28,22.431339224956815,0.15250589038309367,0.27878539997337476,0.08182655972790034,0.5185482083045025
